Source,ECOS
Unit,none
Name,"Call금리(1일, 중개회사간거래)"
date,call
12/22/2008 12:00:00 AM,0.027
12/23/2008 12:00:00 AM,0.0257
12/24/2008 12:00:00 AM,0.0266
12/26/2008 12:00:00 AM,0.0299
12/29/2008 12:00:00 AM,0.0297
12/30/2008 12:00:00 AM,0.0294
1/2/2009 12:00:00 AM,0.0287
1/5/2009 12:00:00 AM,0.0275
1/6/2009 12:00:00 AM,0.0259
1/7/2009 12:00:00 AM,0.0258
1/8/2009 12:00:00 AM,0.0298
1/9/2009 12:00:00 AM,0.0249
1/12/2009 12:00:00 AM,0.0242
1/13/2009 12:00:00 AM,0.0226
1/14/2009 12:00:00 AM,0.0222
1/15/2009 12:00:00 AM,0.0204
1/16/2009 12:00:00 AM,0.0202
1/19/2009 12:00:00 AM,0.0199
1/20/2009 12:00:00 AM,0.02
1/21/2009 12:00:00 AM,0.021
1/22/2009 12:00:00 AM,0.0251
1/23/2009 12:00:00 AM,0.0244
1/28/2009 12:00:00 AM,0.0248
1/29/2009 12:00:00 AM,0.0245
1/30/2009 12:00:00 AM,0.0241
2/2/2009 12:00:00 AM,0.0238
2/3/2009 12:00:00 AM,0.0238
2/4/2009 12:00:00 AM,0.0238
2/5/2009 12:00:00 AM,0.0239
2/6/2009 12:00:00 AM,0.0239
2/9/2009 12:00:00 AM,0.022
2/10/2009 12:00:00 AM,0.0207
2/11/2009 12:00:00 AM,0.0206
2/12/2009 12:00:00 AM,0.0202
2/13/2009 12:00:00 AM,0.0192
2/16/2009 12:00:00 AM,0.0169
2/17/2009 12:00:00 AM,0.0176
2/18/2009 12:00:00 AM,0.0175
2/19/2009 12:00:00 AM,0.0179
2/20/2009 12:00:00 AM,0.0182
2/23/2009 12:00:00 AM,0.0176
2/24/2009 12:00:00 AM,0.0155
2/25/2009 12:00:00 AM,0.0158
2/26/2009 12:00:00 AM,0.0188
2/27/2009 12:00:00 AM,0.0187
3/2/2009 12:00:00 AM,0.0175
3/3/2009 12:00:00 AM,0.0175
3/4/2009 12:00:00 AM,0.0176
3/5/2009 12:00:00 AM,0.0175
3/6/2009 12:00:00 AM,0.0176
3/9/2009 12:00:00 AM,0.0171
3/10/2009 12:00:00 AM,0.0163
3/11/2009 12:00:00 AM,0.0164
3/12/2009 12:00:00 AM,0.0178
3/13/2009 12:00:00 AM,0.0182
3/16/2009 12:00:00 AM,0.0182
3/17/2009 12:00:00 AM,0.0194
3/18/2009 12:00:00 AM,0.0187
3/19/2009 12:00:00 AM,0.0179
3/20/2009 12:00:00 AM,0.0181
3/23/2009 12:00:00 AM,0.0174
3/24/2009 12:00:00 AM,0.0163
3/25/2009 12:00:00 AM,0.0156
3/26/2009 12:00:00 AM,0.0189
3/27/2009 12:00:00 AM,0.0176
3/30/2009 12:00:00 AM,0.0176
3/31/2009 12:00:00 AM,0.0173
4/1/2009 12:00:00 AM,0.0172
4/2/2009 12:00:00 AM,0.0165
4/3/2009 12:00:00 AM,0.0166
4/6/2009 12:00:00 AM,0.0165
4/7/2009 12:00:00 AM,0.0157
4/8/2009 12:00:00 AM,0.0158
4/9/2009 12:00:00 AM,0.0186
4/10/2009 12:00:00 AM,0.0182
4/13/2009 12:00:00 AM,0.018
4/14/2009 12:00:00 AM,0.0179
4/15/2009 12:00:00 AM,0.0176
4/16/2009 12:00:00 AM,0.0183
4/17/2009 12:00:00 AM,0.0183
4/20/2009 12:00:00 AM,0.0186
4/21/2009 12:00:00 AM,0.0157
4/22/2009 12:00:00 AM,0.0157
4/23/2009 12:00:00 AM,0.0189
4/24/2009 12:00:00 AM,0.0184
4/27/2009 12:00:00 AM,0.0188
4/28/2009 12:00:00 AM,0.0185
4/29/2009 12:00:00 AM,0.0184
4/30/2009 12:00:00 AM,0.0185
5/4/2009 12:00:00 AM,0.0177
5/6/2009 12:00:00 AM,0.0172
5/7/2009 12:00:00 AM,0.0183
5/8/2009 12:00:00 AM,0.0192
5/11/2009 12:00:00 AM,0.0193
5/12/2009 12:00:00 AM,0.0193
5/13/2009 12:00:00 AM,0.0193
5/14/2009 12:00:00 AM,0.0193
5/15/2009 12:00:00 AM,0.0193
5/18/2009 12:00:00 AM,0.0189
5/19/2009 12:00:00 AM,0.0174
5/20/2009 12:00:00 AM,0.0173
5/21/2009 12:00:00 AM,0.0196
5/22/2009 12:00:00 AM,0.0197
5/25/2009 12:00:00 AM,0.0197
5/26/2009 12:00:00 AM,0.0197
5/27/2009 12:00:00 AM,0.0196
5/28/2009 12:00:00 AM,0.0197
5/29/2009 12:00:00 AM,0.0196
6/1/2009 12:00:00 AM,0.0195
6/2/2009 12:00:00 AM,0.0193
6/3/2009 12:00:00 AM,0.0192
6/4/2009 12:00:00 AM,0.0193
6/5/2009 12:00:00 AM,0.0193
6/8/2009 12:00:00 AM,0.0193
6/9/2009 12:00:00 AM,0.0196
6/10/2009 12:00:00 AM,0.0193
6/11/2009 12:00:00 AM,0.0196
6/12/2009 12:00:00 AM,0.0194
6/15/2009 12:00:00 AM,0.0193
6/16/2009 12:00:00 AM,0.0194
6/17/2009 12:00:00 AM,0.0195
6/18/2009 12:00:00 AM,0.0195
6/19/2009 12:00:00 AM,0.0194
6/22/2009 12:00:00 AM,0.0193
6/23/2009 12:00:00 AM,0.0182
6/24/2009 12:00:00 AM,0.0187
6/25/2009 12:00:00 AM,0.0193
6/26/2009 12:00:00 AM,0.0192
6/29/2009 12:00:00 AM,0.0192
6/30/2009 12:00:00 AM,0.0196
7/1/2009 12:00:00 AM,0.019
7/2/2009 12:00:00 AM,0.0192
7/3/2009 12:00:00 AM,0.0192
7/6/2009 12:00:00 AM,0.0193
7/7/2009 12:00:00 AM,0.0192
7/8/2009 12:00:00 AM,0.0192
7/9/2009 12:00:00 AM,0.0193
7/10/2009 12:00:00 AM,0.0194
7/13/2009 12:00:00 AM,0.0194
7/14/2009 12:00:00 AM,0.0195
7/15/2009 12:00:00 AM,0.0195
7/16/2009 12:00:00 AM,0.0195
7/17/2009 12:00:00 AM,0.0194
7/20/2009 12:00:00 AM,0.0194
7/21/2009 12:00:00 AM,0.0193
7/22/2009 12:00:00 AM,0.0193
7/23/2009 12:00:00 AM,0.0193
7/24/2009 12:00:00 AM,0.0193
7/27/2009 12:00:00 AM,0.0193
7/28/2009 12:00:00 AM,0.0193
7/29/2009 12:00:00 AM,0.0193
7/30/2009 12:00:00 AM,0.0193
7/31/2009 12:00:00 AM,0.0195
8/3/2009 12:00:00 AM,0.0194
8/4/2009 12:00:00 AM,0.0197
8/5/2009 12:00:00 AM,0.0197
8/6/2009 12:00:00 AM,0.0198
8/7/2009 12:00:00 AM,0.0199
8/10/2009 12:00:00 AM,0.0199
8/11/2009 12:00:00 AM,0.0199
8/12/2009 12:00:00 AM,0.0198
8/13/2009 12:00:00 AM,0.0198
8/14/2009 12:00:00 AM,0.0197
8/17/2009 12:00:00 AM,0.0198
